timestamp,error_code,thread_id,severity,service,message
2026-03-24 01:00:22,ISS.0134.0042E,894893,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:00:22,ISS.0134.0046E,894501,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:00:22,ISS.0134.0046E,894893,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:00:23,ISS.0134.0042E,894893,ERROR,PACS_ROUTER,JMS Trigger abb.simti.jms.synchronisationQueue:PacsOutRouter_Trigger_002 failed: com.wm.lang.flow.FlowException:
2026-03-24 01:01:22,ISS.0134.0042E,894075,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:01:22,ISS.0134.0046E,894075,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:01:23,ISS.0134.0042E,895830,ERROR,PACS_ROUTER,JMS Trigger abb.simti.jms.synchronisationQueue:PacsOutRouter_Trigger_002 failed: com.wm.lang.flow.FlowException:
2026-03-24 01:02:22,ISS.0134.0042E,895833,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:02:22,ISS.0134.0042E,894896,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:02:22,ISS.0134.0046E,895833,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:02:22,ISS.0134.0046E,894896,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:02:22,ISS.0134.0042E,894130,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:02:22,ISS.0134.0046E,894130,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:03:22,ISS.0134.0042E,894135,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:03:22,ISS.0134.0046E,894135,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:04:22,ISS.0134.0042E,894843,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:04:22,ISS.0134.0046E,894843,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:04:25,BPM.0102.0002E,894843,ERROR,UNKNOWN,Exception: com.wm.app.prt.ProcessException
2026-03-24 01:04:25,BPM.0102.0376E,894843,ERROR,RECEPTION,"4d8dad6a-9850-4a84-94ba-7c26b2c7ed66:1, S172: exception invoking service ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION_3.Default:MapPacs0"
2026-03-24 01:04:29,ISS.0134.0042E,894867,ERROR,PACS_ROUTER,JMS Trigger abb.simti.jms.synchronisationQueue:PacsOutRouter_Trigger_002 failed: com.wm.lang.flow.FlowException:
2026-03-24 01:05:22,ISS.0134.0042E,894897,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:05:22,ISS.0134.0046E,894897,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:05:23,ISS.0134.0042E,895744,ERROR,PACS_ROUTER,JMS Trigger abb.simti.jms.synchronisationQueue:PacsOutRouter_Trigger_002 failed: com.wm.lang.flow.FlowException:
2026-03-24 01:05:24,ISS.0134.0042E,895744,ERROR,PACS_ROUTER,JMS Trigger abb.simti.jms.synchronisationQueue:PacsOutRouter_Trigger_002 failed: com.wm.lang.flow.FlowException:
2026-03-24 01:06:22,ISS.0134.0042E,895743,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:06:22,ISS.0134.0042E,895744,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:06:22,ISS.0134.0046E,895743,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:06:22,ISS.0134.0046E,895744,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:07:23,ISS.0134.0042E,894501,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:07:23,ISS.0134.0046E,894501,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:07:23,ISS.0134.0042E,894135,ERROR,PACS_ROUTER,JMS Trigger abb.simti.jms.synchronisationQueue:PacsOutRouter_Trigger_002 failed: com.wm.lang.flow.FlowException:
2026-03-24 01:08:23,ISS.0134.0042E,895831,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:08:23,ISS.0134.0046E,895831,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:08:27,BPM.0102.0002E,895835,ERROR,UNKNOWN,Exception: com.wm.app.prt.ProcessException
2026-03-24 01:08:27,BPM.0102.0376E,895835,ERROR,RECEPTION,"590555d6-9527-45e8-a586-4082060f63f1:1, S172: exception invoking service ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION_3.Default:MapPacs0"
2026-03-24 01:08:27,ISS.0134.0042E,894896,ERROR,PACS_ROUTER,JMS Trigger abb.simti.jms.synchronisationQueue:PacsOutRouter_Trigger_002 failed: com.wm.lang.flow.FlowException:
2026-03-24 01:08:28,BPM.0102.0002E,895743,ERROR,UNKNOWN,Exception: com.wm.app.prt.ProcessException
2026-03-24 01:08:28,BPM.0102.0376E,895743,ERROR,RECEPTION,"590555d6-9527-45e8-a586-4082060f63f1:1, S247: exception invoking service ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION_3.Default:ErrorHan"
2026-03-24 01:08:28,BPM.0102.0002E,895743,ERROR,UNKNOWN,Exception: com.wm.app.prt.ProcessException
2026-03-24 01:08:28,BPM.0102.0376E,895743,ERROR,RECEPTION,"d4c5601d-0775-4db9-a4db-8651d5b14d2b:1, S247: exception invoking service ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION_3.Default:ErrorHan"
2026-03-24 01:09:23,ISS.0134.0042E,895834,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:09:23,ISS.0134.0046E,895834,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:09:25,BPM.0102.0002E,894161,ERROR,UNKNOWN,Exception: com.wm.app.prt.ProcessException
2026-03-24 01:09:25,BPM.0102.0376E,894161,ERROR,RECEPTION,"b60457c3-cc65-42a6-bea1-0db11a94eb2d:1, S172: exception invoking service ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION_3.Default:MapPacs0"
2026-03-24 01:09:26,BPM.0102.0002E,894841,ERROR,UNKNOWN,Exception: com.wm.app.prt.ProcessException
2026-03-24 01:09:26,BPM.0102.0376E,894841,ERROR,RECEPTION,"b60457c3-cc65-42a6-bea1-0db11a94eb2d:1, S247: exception invoking service ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION_3.Default:ErrorHan"
2026-03-24 01:09:26,ISS.0134.0042E,895744,ERROR,PACS_ROUTER,JMS Trigger abb.simti.jms.synchronisationQueue:PacsOutRouter_Trigger_002 failed: com.wm.lang.flow.FlowException:
2026-03-24 01:10:23,ISS.0134.0042E,895748,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:10:23,ISS.0134.0046E,895748,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:10:24,ISS.0134.0042E,894130,ERROR,PACS_ROUTER,JMS Trigger abb.simti.jms.synchronisationQueue:PacsOutRouter_Trigger_002 failed: com.wm.lang.flow.FlowException:
2026-03-24 01:10:47,ISP.0090.0003C,894069,INFO,UNKNOWN,80000452002026121
